Invoice_Number,Invoice_Date,Due_Date,Posting_Date,Vendor_ID,Vendor_Country,Vendor_Payment_Terms,Vendor_Risk_Score,Invoice_Amount,Tax_Amount,Tax_Code,Tax_Rate,Payment_Method,Number_of_Approvals,Approval_Time_Days,Payment_Status,Three_Way_Match,PO_Amount_vs_Invoice_Diff,Goods_Receipt_vs_Invoice_Diff,Historical_Non_Compliance,Non_Compliant
100958,2026-08-16,2026-08-30,2026-08-20,1121,USA,Net 30,4,15220.97,3246.15,C3,5,Cash,3,12,Overdue,Match,328.76,4,0,0
100959,2026-08-17,2026-08-31,2026-08-21,1347,USA,Net 45,5,34245.38,1554.07,X99,18,ACH,3,57,Pending,Mismatch,4439.29,-6,1,1
100960,2026-08-18,2026-09-01,2026-08-22,1675,USA,Net 30,6,10785.63,3034.95,A1,28,Cash,2,6,Pending,Match,429.25,-8,0,0
100961,2026-08-19,2026-09-02,2026-08-23,1089,USA,Net 60,5,40047.95,2623.55,A1,28,ACH,1,28,Paid,Match,-54.72,-5,0,0
100962,2026-08-20,2026-09-03,2026-08-24,1647,USA,Net 60,1,40250.34,132.16,D4,12,Wire,4,10,Pending,Match,483.28,3,0,0
100963,2026-08-21,2026-09-04,2026-08-25,1697,Germany,Net 45,3,21055.44,3955.61,C3,5,Cash,2,2,Overdue,Match,-203.7,-9,0,0
100964,2026-08-22,2026-09-05,2026-08-26,1315,China,Net 60,1,14535.63,69.37,A1,28,Cash,3,24,Pending,Match,-259.69,7,0,0
100965,2026-08-23,2026-09-06,2026-08-27,1177,UK,Net 45,5,14551.97,1472.85,B2,28,Credit Card,1,13,Overdue,Match,138.05,-5,0,0
100966,2026-08-24,2026-09-07,2026-08-28,1539,USA,Net 30,5,24373.42,39.56,X99,12,Credit Card,1,52,Paid,Mismatch,8670.54,-6,1,1
100967,2026-08-25,2026-09-08,2026-08-29,1731,Germany,Net 30,6,36119.17,1887.25,D4,12,Cash,1,7,Paid,Match,126.37,3,0,0
100968,2026-08-26,2026-09-09,2026-08-30,1868,Germany,Net 45,8,18264.0,325.17,C3,18,Cash,4,8,Pending,Mismatch,-195.0,6,0,0
100969,2026-08-27,2026-09-10,2026-08-31,1040,Germany,Net 45,1,30697.15,4568.42,B2,5,Cash,4,23,Paid,Mismatch,117.92,0,0,0
100970,2026-08-28,2026-09-11,2026-09-01,1739,China,Net 60,4,19432.98,2084.24,B2,28,ACH,2,16,Pending,Match,-224.25,-10,0,0
100971,2026-08-29,2026-09-12,2026-09-02,1703,UK,Net 30,1,15573.9,2302.88,A1,18,Wire,2,11,Paid,Match,-449.03,-1,0,0
100972,2026-08-30,2026-09-13,2026-09-03,1922,China,Net 45,9,1730.55,1755.75,B2,5,Credit Card,2,26,Overdue,Match,412.14,-2,0,0
100973,2026-08-31,2026-09-14,2026-09-04,1501,India,Net 30,7,693.75,3141.26,C3,18,Wire,2,4,Paid,Match,383.21,9,0,0
100974,2026-09-01,2026-09-15,2026-09-05,1958,Germany,Net 45,7,11746.78,3924.2,A1,5,Credit Card,3,17,Pending,Match,470.8,1,0,0
100975,2026-09-02,2026-09-16,2026-09-06,1144,India,Net 30,5,20617.11,3244.25,B2,5,Credit Card,4,16,Pending,Mismatch,216.53,-10,0,0
100976,2026-09-03,2026-09-17,2026-09-07,1200,USA,Net 60,7,42637.43,3743.55,A1,28,Credit Card,1,19,Pending,Match,182.72,7,0,0
100977,2026-09-04,2026-09-18,2026-09-08,1928,USA,Net 30,2,40024.97,4530.81,A1,5,Cash,3,23,Overdue,Match,59.0,1,1,0
100978,2026-09-05,2026-09-19,2026-09-09,1723,China,Net 30,4,13724.68,4319.1,D4,12,Credit Card,2,27,Paid,Match,-374.06,-9,0,0
100979,2026-09-06,2026-09-20,2026-09-10,1460,UK,Net 30,7,12604.75,3373.55,A1,28,Wire,2,11,Pending,Match,-310.76,-10,0,0
100980,2026-09-07,2026-09-21,2026-09-11,1731,India,Net 30,3,11752.44,1081.04,X99,12,Credit Card,3,41,Overdue,Mismatch,9152.44,-10,1,1
100981,2026-09-08,2026-09-22,2026-09-12,1751,UK,Net 30,2,17292.25,3192.14,B2,18,Wire,1,27,Overdue,Match,390.16,-10,0,0
100982,2026-09-09,2026-09-23,2026-09-13,1924,China,Net 60,2,25160.84,2535.35,C3,18,Credit Card,4,13,Overdue,Match,-327.03,1,0,0
100983,2026-09-10,2026-09-24,2026-09-14,1908,USA,Net 45,1,22214.05,3588.92,C3,5,Credit Card,4,19,Paid,Match,422.87,-4,0,0
100984,2026-09-11,2026-09-25,2026-09-15,1557,UK,Net 30,5,11304.52,4166.33,B2,5,Cash,1,17,Paid,Match,22.79,-7,0,0
100985,2026-09-12,2026-09-26,2026-09-16,1546,UK,Net 60,6,6957.34,3716.18,C3,12,Wire,4,26,Paid,Match,215.57,9,0,0
100986,2026-09-13,2026-09-27,2026-09-17,1252,USA,Net 30,6,1122.6,4234.34,A1,12,Credit Card,2,25,Overdue,Mismatch,-389.76,-7,0,0
100987,2026-09-14,2026-09-28,2026-09-18,1389,India,Net 30,9,8121.18,328.69,D4,12,Credit Card,2,28,Paid,Match,-230.97,4,0,0
100988,2026-09-15,2026-09-29,2026-09-19,1593,USA,Net 45,4,35415.14,167.78,A1,18,Wire,2,22,Pending,Match,458.52,-10,0,0
100989,2026-09-16,2026-09-30,2026-09-20,1882,UK,Net 30,1,12560.11,1299.92,A1,12,Credit Card,2,13,Overdue,Match,-233.85,-5,0,0
100990,2026-09-17,2026-10-01,2026-09-21,1255,India,Net 60,6,23695.79,4504.32,D4,28,ACH,1,29,Paid,Match,-203.48,3,0,0
100991,2026-09-18,2026-10-02,2026-09-22,1708,India,Net 60,5,29769.41,4120.06,B2,28,Cash,4,12,Overdue,Match,-302.4,3,0,0
100992,2026-09-19,2026-10-03,2026-09-23,1814,USA,Net 45,6,44398.62,3416.81,A1,18,Wire,4,7,Overdue,Match,-370.93,-1,0,0
100993,2026-09-20,2026-10-04,2026-09-24,1920,UK,Net 30,3,44498.33,3506.79,A1,12,Cash,3,1,Paid,Match,-266.74,-4,0,0
100994,2026-09-21,2026-10-05,2026-09-25,1449,China,Net 60,2,37413.82,3636.09,B2,12,ACH,1,1,Overdue,Match,142.33,1,0,0
100995,2026-09-22,2026-10-06,2026-09-26,1009,UK,Net 30,6,2240.27,4713.59,A1,5,ACH,4,20,Paid,Match,-44.63,8,0,0
100996,2026-09-23,2026-10-07,2026-09-27,1823,Germany,Net 30,1,28965.99,4162.63,A1,28,ACH,4,23,Paid,Match,53.76,-2,0,0
100997,2026-09-24,2026-10-08,2026-09-28,1797,China,Net 30,7,39435.88,3120.72,C3,18,Wire,3,14,Paid,Mismatch,-377.64,-8,0,0
100998,2026-09-25,2026-10-09,2026-09-29,1241,India,Net 45,7,1355.76,3331.92,B2,12,ACH,2,27,Overdue,Match,302.12,-7,0,0
100999,2026-09-26,2026-10-10,2026-09-30,1250,China,Net 30,7,27709.39,1076.56,X99,5,Wire,4,71,Overdue,Mismatch,1749.2,2,1,1
101000,2026-09-27,2026-10-11,2026-10-01,1876,India,Net 60,1,42959.33,3290.02,A1,18,Wire,2,11,Paid,Match,-478.41,-1,0,0
101001,2026-09-28,2026-10-12,2026-10-02,1004,India,Net 30,4,23968.05,2129.15,D4,18,Credit Card,3,24,Overdue,Mismatch,-116.48,3,0,0
101002,2026-09-29,2026-10-13,2026-10-03,1118,China,Net 60,7,703.26,773.28,D4,28,Wire,4,26,Paid,Match,-431.23,-5,0,0
101003,2026-09-30,2026-10-14,2026-10-04,1800,India,Net 30,9,1045.16,4033.95,D4,12,ACH,2,9,Pending,Match,292.11,-3,0,0
101004,2026-10-01,2026-10-15,2026-10-05,1373,India,Net 60,5,21123.48,2556.13,X99,18,Wire,1,36,Overdue,Mismatch,9515.41,8,1,1
101005,2026-10-02,2026-10-16,2026-10-06,1064,Germany,Net 60,2,8172.93,4887.35,A1,5,Wire,2,4,Overdue,Match,401.99,-1,0,0
101006,2026-10-03,2026-10-17,2026-10-07,1145,UK,Net 30,7,33390.31,1415.58,X99,5,Cash,2,49,Pending,Mismatch,6618.97,-6,1,1
101007,2026-10-04,2026-10-18,2026-10-08,1223,UK,Net 30,1,35585.56,2408.54,C3,18,ACH,2,19,Pending,Match,-43.7,-6,0,0
101008,2026-10-05,2026-10-19,2026-10-09,1238,Germany,Net 60,7,9305.05,2245.5,C3,5,Wire,2,7,Pending,Match,-315.51,-6,0,0
101009,2026-10-06,2026-10-20,2026-10-10,1176,China,Net 45,6,44482.4,612.69,X99,18,Credit Card,1,67,Paid,Mismatch,3168.74,-2,1,1
101010,2026-10-07,2026-10-21,2026-10-11,1778,USA,Net 30,7,22374.44,2136.32,C3,5,Wire,3,9,Paid,Match,22.24,-2,1,0
101011,2026-10-08,2026-10-22,2026-10-12,1852,USA,Net 45,3,7570.87,1444.89,B2,18,Wire,2,13,Pending,Match,-446.67,4,0,0
101012,2026-10-09,2026-10-23,2026-10-13,1281,USA,Net 30,3,38330.45,810.0,D4,18,Cash,2,24,Paid,Match,214.87,-2,0,0
101013,2026-10-10,2026-10-24,2026-10-14,1062,Germany,Net 30,7,39603.74,1417.96,A1,18,ACH,4,2,Overdue,Match,43.29,3,0,0
101014,2026-10-11,2026-10-25,2026-10-15,1216,Germany,Net 30,2,32145.13,1173.93,D4,5,ACH,4,2,Pending,Mismatch,328.96,-5,0,0
101015,2026-10-12,2026-10-26,2026-10-16,1853,India,Net 30,1,42746.54,3673.03,C3,18,Credit Card,1,24,Overdue,Match,-228.22,9,0,0
101016,2026-10-13,2026-10-27,2026-10-17,1826,USA,Net 45,9,36999.96,163.57,A1,28,Credit Card,1,27,Paid,Match,403.32,-3,0,0
101017,2026-10-14,2026-10-28,2026-10-18,1794,China,Net 30,9,44169.18,3091.14,B2,18,Credit Card,1,15,Pending,Match,498.69,-9,0,0
101018,2026-10-15,2026-10-29,2026-10-19,1688,China,Net 60,7,21977.46,3805.7,D4,12,Wire,4,17,Paid,Match,419.3,-6,0,0
101019,2026-10-16,2026-10-30,2026-10-20,1460,USA,Net 60,7,37506.06,2408.81,A1,12,Wire,2,13,Overdue,Match,277.89,6,0,0
101020,2026-10-17,2026-10-31,2026-10-21,1928,USA,Net 45,3,49987.7,4658.51,A1,28,Credit Card,4,7,Paid,Match,312.37,-1,0,0
101021,2026-10-18,2026-11-01,2026-10-22,1609,USA,Net 30,2,36384.09,3542.32,C3,18,ACH,3,9,Overdue,Mismatch,73.74,3,0,0
101022,2026-10-19,2026-11-02,2026-10-23,1104,Germany,Net 60,7,6152.1,3742.14,C3,12,ACH,1,12,Paid,Match,-309.85,7,0,0
101023,2026-10-20,2026-11-03,2026-10-24,1098,Germany,Net 45,9,26156.78,992.7,D4,18,Credit Card,1,3,Overdue,Match,177.04,-10,0,0
101024,2026-10-21,2026-11-04,2026-10-25,1510,Germany,Net 30,1,29573.72,3888.7,B2,12,Cash,1,23,Paid,Match,212.75,-9,0,0
101025,2026-10-22,2026-11-05,2026-10-26,1384,UK,Net 60,4,9123.43,4162.15,A1,5,ACH,3,22,Pending,Match,485.39,-7,0,0
101026,2026-10-23,2026-11-06,2026-10-27,1404,China,Net 60,6,48163.14,1812.72,X99,5,ACH,2,46,Pending,Mismatch,3822.77,2,1,1
101027,2026-10-24,2026-11-07,2026-10-28,1822,China,Net 45,7,9191.2,1074.68,D4,28,Credit Card,2,7,Paid,Match,-228.63,5,0,0
101028,2026-10-25,2026-11-08,2026-10-29,1517,India,Net 30,7,9289.12,1931.4,C3,28,ACH,2,23,Overdue,Match,183.67,-6,0,0
101029,2026-10-26,2026-11-09,2026-10-30,1475,Germany,Net 30,2,45800.77,3700.64,D4,18,Wire,1,26,Paid,Match,479.38,-1,0,0
101030,2026-10-27,2026-11-10,2026-10-31,1976,UK,Net 60,4,23527.67,2094.02,C3,28,Wire,2,1,Pending,Match,-322.79,6,0,0
101031,2026-10-28,2026-11-11,2026-11-01,1708,UK,Net 60,5,3627.82,3685.89,B2,18,ACH,4,14,Overdue,Match,-174.0,0,0,0
101032,2026-10-29,2026-11-12,2026-11-02,1862,China,Net 60,1,30110.28,576.69,A1,5,Wire,1,19,Paid,Match,41.88,-6,0,0
101033,2026-10-30,2026-11-13,2026-11-03,1644,Germany,Net 30,1,30290.4,4032.0,C3,5,Cash,3,16,Paid,Match,-329.79,4,0,0
101034,2026-10-31,2026-11-14,2026-11-04,1869,India,Net 45,3,3692.79,1273.51,A1,12,ACH,3,10,Overdue,Match,-477.78,-7,0,0
101035,2026-11-01,2026-11-15,2026-11-05,1770,Germany,Net 45,3,48639.86,1252.16,X99,18,Credit Card,2,59,Paid,Mismatch,2248.22,-4,1,1
101036,2026-11-02,2026-11-16,2026-11-06,1436,USA,Net 30,8,27429.48,2956.0,B2,5,Wire,1,5,Pending,Match,365.37,-1,0,0
101037,2026-11-03,2026-11-17,2026-11-07,1022,Germany,Net 45,9,28209.89,359.89,A1,5,Cash,4,3,Pending,Match,-456.53,-7,0,0
101038,2026-11-04,2026-11-18,2026-11-08,1996,USA,Net 60,1,26245.71,141.23,C3,18,Cash,4,17,Overdue,Match,-71.07,9,0,0
101039,2026-11-05,2026-11-19,2026-11-09,1564,USA,Net 45,2,30731.22,1312.53,X99,12,Wire,1,56,Paid,Mismatch,7811.64,-6,1,1
101040,2026-11-06,2026-11-20,2026-11-10,1676,India,Net 45,2,13582.84,2694.96,A1,12,Cash,2,26,Paid,Match,453.18,-6,0,0
101041,2026-11-07,2026-11-21,2026-11-11,1713,China,Net 45,4,14718.45,4539.01,X99,12,ACH,3,65,Pending,Mismatch,9810.87,0,1,1
101042,2026-11-08,2026-11-22,2026-11-12,1457,Germany,Net 60,2,25811.28,4233.71,B2,12,Cash,3,27,Overdue,Match,-78.03,8,0,0
101043,2026-11-09,2026-11-23,2026-11-13,1082,USA,Net 30,7,40430.95,2457.33,B2,5,Wire,4,19,Overdue,Match,450.38,-6,0,0
101044,2026-11-10,2026-11-24,2026-11-14,1144,Germany,Net 60,9,2968.3,194.89,A1,18,Cash,4,22,Overdue,Match,-464.58,-3,0,0
101045,2026-11-11,2026-11-25,2026-11-15,1084,China,Net 30,7,30368.51,2680.91,X99,18,Wire,4,42,Pending,Mismatch,7913.37,-4,1,1
101046,2026-11-12,2026-11-26,2026-11-16,1077,China,Net 30,6,40435.52,3526.93,D4,5,Wire,3,22,Pending,Match,142.75,-3,0,0
101047,2026-11-13,2026-11-27,2026-11-17,1456,UK,Net 30,1,8267.4,1702.43,X99,5,Cash,4,67,Overdue,Mismatch,6998.31,2,1,1
101048,2026-11-14,2026-11-28,2026-11-18,1877,China,Net 45,9,1243.62,564.21,D4,5,Wire,3,16,Overdue,Match,7.32,-6,0,0
101049,2026-11-15,2026-11-29,2026-11-19,1000,India,Net 45,5,15979.31,1400.05,B2,28,Wire,3,2,Paid,Match,-370.45,7,0,0
101050,2026-11-16,2026-11-30,2026-11-20,1050,USA,Net 30,5,29613.11,3860.23,B2,18,Credit Card,2,15,Paid,Match,371.6,-2,0,0
101051,2026-11-17,2026-12-01,2026-11-21,1684,UK,Net 30,6,7345.02,1762.71,D4,18,ACH,2,13,Overdue,Match,-142.1,-9,0,0
101052,2026-11-18,2026-12-02,2026-11-22,1716,India,Net 45,9,21593.06,4061.79,A1,18,Wire,2,13,Pending,Match,126.04,5,0,0
101053,2026-11-19,2026-12-03,2026-11-23,1771,Germany,Net 60,8,27839.91,1604.41,B2,12,ACH,4,16,Pending,Match,-341.22,3,0,0
101054,2026-11-20,2026-12-04,2026-11-24,1445,USA,Net 30,8,30144.71,826.14,C3,5,Credit Card,3,8,Paid,Match,-293.84,6,0,0
101055,2026-11-21,2026-12-05,2026-11-25,1448,China,Net 60,8,14083.38,2184.88,D4,5,Credit Card,4,11,Overdue,Match,491.96,-5,0,0
101056,2026-11-22,2026-12-06,2026-11-26,1880,USA,Net 45,1,20301.47,2266.85,B2,5,Credit Card,3,8,Pending,Mismatch,253.09,-8,0,0
101057,2026-11-23,2026-12-07,2026-11-27,1487,Germany,Net 30,1,39027.79,90.38,B2,28,Credit Card,2,22,Pending,Match,461.97,6,0,0
101058,2026-11-24,2026-12-08,2026-11-28,1799,UK,Net 60,8,47090.13,594.05,B2,18,ACH,2,10,Pending,Mismatch,-204.15,2,0,0
101059,2026-11-25,2026-12-09,2026-11-29,1033,UK,Net 60,5,43163.08,932.78,C3,5,Cash,4,23,Pending,Match,-335.44,-5,0,0
101060,2026-11-26,2026-12-10,2026-11-30,1347,UK,Net 60,9,28432.03,576.8,C3,28,Cash,3,1,Paid,Match,3.07,-3,0,0
101061,2026-11-27,2026-12-11,2026-12-01,1094,China,Net 45,2,20809.49,1714.22,C3,5,ACH,4,12,Pending,Match,-5.33,-5,0,0
101062,2026-11-28,2026-12-12,2026-12-02,1071,India,Net 45,9,16981.35,4823.47,A1,12,Wire,1,9,Pending,Match,-325.05,5,0,0
101063,2026-11-29,2026-12-13,2026-12-03,1550,India,Net 60,8,6685.35,2551.02,D4,18,ACH,4,5,Overdue,Match,233.22,-5,1,0
101064,2026-11-30,2026-12-14,2026-12-04,1153,USA,Net 60,9,5774.29,3141.5,A1,28,Wire,2,9,Overdue,Match,-138.22,6,0,0
101065,2026-12-01,2026-12-15,2026-12-05,1249,China,Net 45,4,34573.7,1788.37,C3,5,Wire,3,16,Paid,Match,-313.63,-8,0,0
101066,2026-12-02,2026-12-16,2026-12-06,1673,UK,Net 60,1,13359.82,1624.2,D4,18,Cash,3,18,Paid,Match,-168.02,1,0,0
101067,2026-12-03,2026-12-17,2026-12-07,1437,UK,Net 60,1,13105.75,125.5,A1,28,Credit Card,4,8,Paid,Match,63.66,-5,0,0
101068,2026-12-04,2026-12-18,2026-12-08,1117,Germany,Net 45,5,49910.66,2506.66,A1,18,Cash,2,23,Paid,Match,226.47,-4,0,0
101069,2026-12-05,2026-12-19,2026-12-09,1770,Germany,Net 60,2,9802.33,2423.21,A1,18,Cash,1,11,Pending,Match,-18.11,0,0,0
101070,2026-12-06,2026-12-20,2026-12-10,1890,UK,Net 60,8,7828.96,797.58,C3,12,ACH,4,20,Overdue,Match,25.59,-2,0,0
101071,2026-12-07,2026-12-21,2026-12-11,1305,UK,Net 60,5,5384.92,3823.98,B2,18,ACH,3,19,Pending,Match,-361.05,5,0,0
101072,2026-12-08,2026-12-22,2026-12-12,1267,China,Net 45,5,29200.36,2468.44,D4,28,Wire,2,4,Pending,Match,414.69,-6,0,0
101073,2026-12-09,2026-12-23,2026-12-13,1960,India,Net 60,2,31579.26,1701.58,C3,18,ACH,3,20,Pending,Mismatch,428.72,4,0,0
101074,2026-12-10,2026-12-24,2026-12-14,1053,Germany,Net 45,7,18578.78,743.08,D4,28,Wire,3,26,Overdue,Match,183.43,-7,0,0
101075,2026-12-11,2026-12-25,2026-12-15,1235,India,Net 45,8,27002.96,2765.28,C3,18,Wire,3,10,Paid,Match,-482.37,-6,0,0
101076,2026-12-12,2026-12-26,2026-12-16,1388,China,Net 30,1,39525.78,3766.56,X99,5,Credit Card,3,88,Paid,Mismatch,9514.81,-4,1,1
101077,2026-12-13,2026-12-27,2026-12-17,1989,UK,Net 30,2,40996.16,1417.18,X99,12,Credit Card,1,54,Overdue,Mismatch,6996.23,-8,1,1
101078,2026-12-14,2026-12-28,2026-12-18,1733,India,Net 60,4,47916.65,1101.78,B2,5,Cash,2,29,Overdue,Match,494.65,-7,0,0
101079,2026-12-15,2026-12-29,2026-12-19,1762,UK,Net 45,5,41301.27,2614.46,B2,12,Credit Card,4,20,Paid,Match,496.07,4,0,0
101080,2026-12-16,2026-12-30,2026-12-20,1824,UK,Net 30,2,28459.65,785.16,D4,28,Wire,2,14,Pending,Match,357.61,-9,0,0
101081,2026-12-17,2026-12-31,2026-12-21,1400,USA,Net 60,1,9393.02,3336.4,B2,12,ACH,2,21,Paid,Match,-436.17,-6,0,0
101082,2026-12-18,2027-01-01,2026-12-22,1623,India,Net 30,9,5438.3,3030.66,B2,18,Credit Card,2,2,Overdue,Match,453.28,-4,0,0
101083,2026-12-19,2027-01-02,2026-12-23,1766,India,Net 30,1,3198.34,444.54,D4,18,Credit Card,4,29,Paid,Mismatch,112.66,6,0,0
101084,2026-12-20,2027-01-03,2026-12-24,1302,UK,Net 45,4,33493.03,192.24,X99,5,Credit Card,2,84,Paid,Mismatch,1819.61,-3,1,1
101085,2026-12-21,2027-01-04,2026-12-25,1918,China,Net 45,2,40473.04,3105.24,X99,12,Credit Card,4,75,Paid,Mismatch,8947.61,-2,1,1
101086,2026-12-22,2027-01-05,2026-12-26,1206,USA,Net 30,4,25679.86,1478.53,C3,28,Wire,4,19,Overdue,Match,-180.33,-1,0,0
101087,2026-12-23,2027-01-06,2026-12-27,1228,UK,Net 30,8,3208.35,441.36,A1,28,Wire,1,17,Overdue,Match,-36.76,0,0,0
101088,2026-12-24,2027-01-07,2026-12-28,1852,Germany,Net 45,8,27005.79,3799.55,B2,18,Cash,3,16,Paid,Match,-353.13,-10,0,0
101089,2026-12-25,2027-01-08,2026-12-29,1909,Germany,Net 60,9,46819.59,1577.08,A1,28,ACH,4,13,Paid,Match,-142.93,4,0,0
101090,2026-12-26,2027-01-09,2026-12-30,1577,USA,Net 45,5,30081.85,2303.4,A1,18,Cash,3,24,Pending,Match,357.62,-3,0,0
101091,2026-12-27,2027-01-10,2026-12-31,1074,China,Net 30,7,40566.66,1191.7,C3,18,Cash,2,24,Pending,Mismatch,-462.05,8,0,0
101092,2026-12-28,2027-01-11,2027-01-01,1434,UK,Net 60,3,40107.56,3140.31,D4,18,Credit Card,3,22,Paid,Match,-349.12,1,0,0
101093,2026-12-29,2027-01-12,2027-01-02,1102,India,Net 30,4,46640.39,1514.43,B2,5,ACH,3,23,Overdue,Match,-374.88,-5,0,0
101094,2026-12-30,2027-01-13,2027-01-03,1421,USA,Net 60,9,38626.32,4840.42,C3,5,Credit Card,3,26,Pending,Match,-96.92,-1,0,0
101095,2026-12-31,2027-01-14,2027-01-04,1703,China,Net 30,1,37511.18,3517.71,D4,18,Wire,2,27,Paid,Match,496.99,-6,0,0
101096,2027-01-01,2027-01-15,2027-01-05,1763,India,Net 60,2,12088.08,692.24,A1,18,Cash,2,18,Pending,Match,-326.64,-4,0,0
101097,2027-01-02,2027-01-16,2027-01-06,1737,Germany,Net 60,5,3466.3,2089.31,B2,18,ACH,4,21,Pending,Match,-354.52,-4,0,0
101098,2027-01-03,2027-01-17,2027-01-07,1805,Germany,Net 30,3,26121.17,1933.25,A1,28,Wire,4,12,Pending,Match,415.06,-2,0,0
101099,2027-01-04,2027-01-18,2027-01-08,1305,India,Net 60,2,6659.49,2675.89,A1,18,Cash,1,23,Overdue,Match,382.05,4,0,0
101100,2027-01-05,2027-01-19,2027-01-09,1097,USA,Net 45,1,48128.7,4211.23,B2,18,ACH,2,25,Paid,Match,-467.76,-5,0,0
101101,2027-01-06,2027-01-20,2027-01-10,1849,Germany,Net 30,3,14851.28,2921.28,D4,12,Cash,1,1,Overdue,Match,251.71,5,0,0
101102,2027-01-07,2027-01-21,2027-01-11,1797,UK,Net 45,1,42720.74,317.17,D4,12,ACH,2,15,Overdue,Match,155.47,-4,1,0
101103,2027-01-08,2027-01-22,2027-01-12,1334,India,Net 30,1,19687.42,3280.52,B2,12,Cash,3,3,Pending,Match,267.74,4,0,0
101104,2027-01-09,2027-01-23,2027-01-13,1858,India,Net 60,1,16498.12,51.24,B2,12,Credit Card,1,6,Paid,Match,-5.5,-9,0,0
101105,2027-01-10,2027-01-24,2027-01-14,1434,Germany,Net 60,8,46790.35,3902.0,X99,18,Cash,1,83,Pending,Mismatch,3214.53,-3,1,1
101106,2027-01-11,2027-01-25,2027-01-15,1446,USA,Net 60,3,18484.47,3336.51,C3,12,Cash,1,23,Overdue,Match,-456.15,1,0,0
101107,2027-01-12,2027-01-26,2027-01-16,1993,UK,Net 30,1,19819.25,1550.84,A1,28,ACH,2,6,Overdue,Match,-265.63,0,1,0
101108,2027-01-13,2027-01-27,2027-01-17,1307,USA,Net 45,7,5751.54,1469.28,X99,28,ACH,4,52,Paid,Mismatch,3552.22,-5,1,1
101109,2027-01-14,2027-01-28,2027-01-18,1248,China,Net 45,3,33687.11,3993.38,D4,12,Credit Card,1,20,Overdue,Match,-50.22,9,0,0
101110,2027-01-15,2027-01-29,2027-01-19,1165,China,Net 30,8,14797.55,3918.85,A1,5,ACH,4,6,Overdue,Match,421.37,2,0,0
101111,2027-01-16,2027-01-30,2027-01-20,1480,Germany,Net 30,4,29487.41,1767.99,A1,28,Cash,2,8,Paid,Match,60.0,5,0,0
101112,2027-01-17,2027-01-31,2027-01-21,1983,Germany,Net 45,4,29771.91,1501.75,A1,28,ACH,1,26,Pending,Match,-454.89,-3,0,0
101113,2027-01-18,2027-02-01,2027-01-22,1334,Germany,Net 45,5,36100.38,2803.53,A1,12,ACH,2,15,Paid,Match,-92.14,6,0,0
101114,2027-01-19,2027-02-02,2027-01-23,1541,China,Net 45,6,37389.45,51.74,D4,12,ACH,4,14,Overdue,Match,-83.51,2,0,0
101115,2027-01-20,2027-02-03,2027-01-24,1758,USA,Net 45,7,25965.4,422.51,A1,18,Credit Card,4,16,Paid,Match,465.49,-7,0,0
101116,2027-01-21,2027-02-04,2027-01-25,1105,USA,Net 30,4,16884.1,639.59,B2,28,Credit Card,1,20,Pending,Match,99.2,9,0,0
101117,2027-01-22,2027-02-05,2027-01-26,1562,Germany,Net 30,8,41953.82,935.2,C3,12,Wire,4,23,Overdue,Match,135.65,-1,0,0
101118,2027-01-23,2027-02-06,2027-01-27,1080,UK,Net 60,6,15838.35,2564.97,D4,12,Credit Card,3,16,Pending,Match,213.25,9,0,0
101119,2027-01-24,2027-02-07,2027-01-28,1132,USA,Net 45,1,25621.7,4961.29,B2,18,Credit Card,3,27,Pending,Match,270.04,5,0,0
101120,2027-01-25,2027-02-08,2027-01-29,1796,China,Net 60,1,20362.0,3266.54,B2,28,Credit Card,1,19,Paid,Match,135.05,6,0,0
101121,2027-01-26,2027-02-09,2027-01-30,1899,India,Net 30,9,42826.38,315.88,B2,12,Cash,2,24,Pending,Match,-262.81,-3,0,0
101122,2027-01-27,2027-02-10,2027-01-31,1137,India,Net 30,6,21879.97,2632.64,C3,18,Wire,2,1,Paid,Match,374.05,0,0,0
101123,2027-01-28,2027-02-11,2027-02-01,1183,India,Net 60,8,19611.91,2488.26,C3,12,Cash,2,4,Paid,Match,232.12,-6,0,0
101124,2027-01-29,2027-02-12,2027-02-02,1400,UK,Net 45,7,34646.27,729.4,C3,5,Credit Card,3,24,Pending,Match,241.87,5,0,0
101125,2027-01-30,2027-02-13,2027-02-03,1329,Germany,Net 45,6,30320.83,4602.16,B2,5,Credit Card,4,10,Paid,Match,496.56,-3,0,0
101126,2027-01-31,2027-02-14,2027-02-04,1784,China,Net 45,4,5808.72,2209.42,C3,12,Wire,3,20,Paid,Match,302.53,5,1,0
101127,2027-02-01,2027-02-15,2027-02-05,1507,UK,Net 45,7,25654.36,4972.85,A1,28,Wire,4,18,Pending,Match,329.15,-7,0,0
101128,2027-02-02,2027-02-16,2027-02-06,1851,China,Net 60,9,36906.18,2106.16,C3,5,ACH,3,2,Overdue,Match,451.41,-5,0,0
101129,2027-02-03,2027-02-17,2027-02-07,1983,China,Net 60,7,49607.7,3043.71,D4,18,Credit Card,2,4,Paid,Match,-348.87,-3,0,0
101130,2027-02-04,2027-02-18,2027-02-08,1068,Germany,Net 30,1,31642.77,532.77,B2,12,Credit Card,2,15,Paid,Match,-2.27,-2,0,0
101131,2027-02-05,2027-02-19,2027-02-09,1545,India,Net 45,9,18829.51,2276.6,B2,18,Cash,2,29,Pending,Match,80.57,2,0,0
